Frame,Label,Confidence,X1,Y1,X2,Y2
136,player,0.8015867471694946,491,320,558,502
136,player,0.706555187702179,407,343,491,522
136,player,0.6554861068725586,451,208,505,318
136,player,0.6159222722053528,541,335,587,489
136,player,0.6129218935966492,713,173,767,332
136,referee,0.5824761986732483,432,166,458,317
136,basketball,0.46227648854255676,538,263,554,291
137,player,0.8684818744659424,111,379,196,599
137,player,0.8377069234848022,1086,364,1154,539
137,player,0.8124502897262573,821,231,878,386
137,player,0.8078206777572632,330,350,399,551
137,player,0.7947585582733154,490,319,558,503
137,player,0.7203362584114075,408,341,491,522
137,player,0.6232214570045471,450,208,505,319
137,player,0.6221036314964294,541,334,587,489
137,player,0.5831636786460876,714,173,768,332
137,referee,0.5633277297019958,432,167,458,317
137,basketball,0.3658623695373535,538,263,554,291
138,player,0.8492748737335205,105,381,196,599
138,player,0.8367301225662231,1083,366,1150,539
138,player,0.8342915773391724,818,229,875,385
138,player,0.8115670084953308,324,349,397,552
138,player,0.7832280993461609,406,340,486,525
138,player,0.6992794871330261,495,315,559,500
138,player,0.6184350848197937,527,240,594,413
138,player,0.5209556818008423,710,173,764,333
138,referee,0.4449041485786438,366,477,423,643
138,basketball,0.34286370873451233,225,80,237,103
138,player,0.32802724838256836,457,208,503,311
138,player,0.2649535834789276,1163,469,1209,543
139,player,0.8479529619216919,106,380,196,598
139,player,0.8354178667068481,818,229,876,385
139,player,0.8097757697105408,1084,369,1155,539
139,player,0.7723184823989868,406,340,486,525
139,player,0.7708442211151123,325,348,395,550
139,player,0.7001651525497437,494,317,559,500
139,player,0.690666675567627,527,240,594,413
139,player,0.5526458024978638,711,173,764,333
139,referee,0.41166096925735474,366,476,423,644
139,player,0.38916969299316406,459,208,506,353
139,basketball,0.29403993487358093,224,80,237,103
139,player,0.29293689131736755,457,208,503,312
139,player,0.2816151976585388,1160,469,1211,543
140,player,0.8437668681144714,105,390,196,598
140,player,0.8403974771499634,815,230,871,387
140,player,0.8401605486869812,1077,368,1149,538
140,player,0.7717057466506958,528,247,596,416
140,player,0.7576923370361328,318,348,399,548
140,referee,0.7265340089797974,361,477,421,647
140,player,0.7052629590034485,493,313,557,505
140,player,0.6980435252189636,404,328,485,527
140,player,0.531319797039032,708,174,762,333
140,player,0.3082456588745117,459,209,502,351
141,player,0.8448927998542786,105,390,196,598
141,player,0.8448904156684875,815,229,871,387
141,player,0.8399426341056824,1077,368,1149,538
141,player,0.7781179547309875,528,247,595,414
141,player,0.757675290107727,318,349,399,548
141,referee,0.7289420366287231,361,477,421,647
141,player,0.7082876563072205,493,313,557,505
141,player,0.7000419497489929,404,328,485,527
141,player,0.639102578163147,709,174,762,333
141,player,0.3080539405345917,459,209,502,351
142,player,0.8372857570648193,812,229,868,386
142,player,0.8282752633094788,100,394,196,599
142,player,0.8194671869277954,1069,369,1141,536
142,player,0.756977915763855,314,351,401,545
142,referee,0.7241153120994568,359,476,418,648
142,player,0.6775010228157043,406,329,485,527
142,player,0.6252797245979309,466,205,515,371
142,player,0.6228744983673096,526,242,597,416
142,player,0.591486394405365,1151,464,1208,543
142,player,0.33110958337783813,489,301,558,501
143,player,0.8378121256828308,812,229,868,386
143,player,0.8241686224937439,100,394,196,599
143,player,0.8202383518218994,1069,369,1141,536
143,player,0.7622207403182983,312,351,402,547
143,referee,0.7374830842018127,359,476,418,648
143,player,0.6060377359390259,406,330,485,527
143,player,0.600954532623291,1151,464,1208,543
143,player,0.5983231663703918,526,231,596,417
143,player,0.5406188368797302,465,205,513,369
143,player,0.32322070002555847,408,329,484,473
143,player,0.28466320037841797,703,174,756,333
144,player,0.8401619791984558,809,229,864,388
144,player,0.8181869983673096,1061,370,1134,536
144,player,0.8154260516166687,93,393,197,599
144,player,0.7966398596763611,303,355,402,541
144,player,0.7403982877731323,408,329,486,529
144,player,0.7005079984664917,530,250,595,411
144,referee,0.6419529914855957,355,476,414,650
144,player,0.5939427614212036,472,202,514,376
144,player,0.5785555839538574,501,301,557,477
144,player,0.5389109253883362,1150,463,1208,542
144,player,0.3385688066482544,700,175,752,333
145,player,0.8361980319023132,809,228,864,388
145,player,0.8281242251396179,93,394,198,599
145,player,0.8146069645881653,1061,372,1135,536
145,player,0.7830361723899841,304,355,403,541
145,referee,0.5984635949134827,355,476,414,650
145,player,0.5883436799049377,1150,463,1205,542
145,player,0.4821729063987732,472,202,515,376
145,player,0.43060538172721863,412,332,485,530
145,player,0.3556411564350128,510,306,559,452
145,player,0.2660699188709259,699,175,752,332
146,player,0.8662408590316772,91,410,198,600
146,player,0.8442115783691406,294,356,402,536
146,player,0.837066650390625,1056,369,1134,536
146,player,0.831219494342804,809,229,861,384
146,player,0.5263763070106506,505,310,560,499
146,referee,0.25724083185195923,349,478,408,651
147,player,0.8672428727149963,91,410,198,600
147,player,0.8455527424812317,294,356,402,536
147,player,0.8373774886131287,1056,369,1134,536
147,player,0.8268520832061768,808,228,861,385
147,player,0.5389645099639893,505,310,560,499
147,referee,0.30758991837501526,349,478,408,651
147,basketball,0.2505418360233307,212,82,225,106
148,player,0.8677805662155151,88,416,195,599
148,player,0.8467530608177185,283,359,401,537
148,player,0.8412652015686035,1050,371,1130,537
148,player,0.8014045357704163,806,231,858,386
148,player,0.7845169305801392,494,311,559,503
148,referee,0.4582943618297577,342,480,407,650
148,player,0.394916296005249,474,200,518,375
148,player,0.3663388788700104,1148,460,1203,540
148,player,0.28707391023635864,434,327,492,525
148,player,0.2752116918563843,451,323,491,527
148,player,0.2711978852748871,405,332,485,526
149,player,0.8695744276046753,283,358,400,536
149,player,0.8666507601737976,88,416,195,599
149,player,0.8419273495674133,1050,371,1130,537
149,player,0.802911639213562,806,230,858,385
149,player,0.6111449599266052,499,312,562,503
149,referee,0.4689282774925232,342,480,408,650
149,player,0.3491242527961731,1148,460,1193,540
150,player,0.8670366406440735,87,419,195,599
150,player,0.8492329716682434,1048,371,1121,537
150,player,0.8477867841720581,276,366,398,536
150,player,0.812166690826416,804,230,856,386
150,player,0.7984334230422974,499,315,563,505
150,referee,0.6663254499435425,341,479,403,653
150,player,0.5091397166252136,406,321,487,526
150,player,0.42075055837631226,475,200,520,383
150,player,0.36009836196899414,1142,459,1186,543
150,player,0.2594713568687439,411,321,484,454
151,player,0.8680403232574463,87,419,195,600
151,player,0.8405984044075012,277,363,398,534
151,player,0.840355396270752,1047,372,1123,536
151,player,0.8091490864753723,804,230,856,386
151,player,0.7963262796401978,499,315,563,504
151,referee,0.6768593788146973,341,479,403,654
151,player,0.5553648471832275,475,202,519,382
151,player,0.3929424583911896,411,322,481,452
151,player,0.38022327423095703,406,323,486,526
151,player,0.33156007528305054,1144,459,1186,543
152,player,0.8668521642684937,87,424,188,600
152,player,0.8448302745819092,1044,372,1118,537
152,player,0.8221613764762878,801,231,853,383
152,player,0.8204012513160706,504,321,569,510
152,player,0.7978147268295288,270,369,387,534
152,player,0.7921218276023865,412,324,491,527
152,referee,0.7613890171051025,335,480,400,655
152,player,0.6756414771080017,270,371,334,534
153,player,0.8672703504562378,87,424,188,600
153,player,0.8485153913497925,1042,373,1118,537
153,player,0.8224941492080688,801,231,853,383
153,player,0.8195301294326782,504,321,569,510
153,player,0.7978054285049438,270,369,387,534
153,player,0.7900516986846924,412,324,491,527
153,referee,0.7633203268051147,335,480,400,655
153,player,0.6791709661483765,270,371,334,534
153,player,0.3174175024032593,1141,459,1186,544
154,player,0.8715505599975586,84,426,189,600
154,player,0.8541665077209473,1038,374,1116,538
154,player,0.847055971622467,412,329,493,535
154,referee,0.836974024772644,334,478,396,655
154,player,0.8337234854698181,506,324,573,514
154,player,0.8305820822715759,798,231,851,384
154,player,0.8167089819908142,266,377,373,537
154,player,0.7335057258605957,266,376,333,537
155,player,0.8698700070381165,85,426,188,599
155,player,0.8543034195899963,1038,374,1115,538
155,referee,0.8499181270599365,333,478,396,654
155,player,0.846761167049408,412,327,493,534
155,player,0.8345603346824646,506,323,574,513
155,player,0.8317882418632507,797,231,851,384
155,player,0.8172679543495178,266,377,374,537
155,player,0.7271718382835388,266,376,333,537
156,player,0.8620880246162415,412,331,497,535
156,player,0.8571869134902954,87,428,186,599
156,player,0.8566007614135742,1034,377,1112,541
156,player,0.8392490148544312,264,382,377,534
156,player,0.8330762386322021,794,230,847,385
156,referee,0.8156588673591614,330,478,392,656
156,player,0.8090503811836243,504,327,577,514
156,basketball,0.5922610759735107,175,473,192,503
156,player,0.3049378991127014,157,422,195,597
157,player,0.8657583594322205,1034,376,1112,540
157,player,0.8627356886863708,412,330,497,535
157,player,0.8567980527877808,85,426,188,598
157,player,0.8390756249427795,264,382,377,534
157,referee,0.8367610573768616,330,479,394,656
157,player,0.8338730931282043,793,229,847,385
157,player,0.8118267059326172,505,328,577,514
157,basketball,0.5170888900756836,177,473,192,502
157,player,0.27729520201683044,157,423,195,597
158,player,0.873580276966095,83,424,194,599
158,player,0.8642019629478455,1031,376,1107,539
158,referee,0.846000611782074,326,481,389,655
158,player,0.8280578851699829,509,331,580,515
158,player,0.8195298910140991,412,337,499,540
158,player,0.8068745732307434,790,232,844,384
158,player,0.7775252461433411,263,384,375,534
158,player,0.549265444278717,265,384,374,463
158,basketball,0.5381157398223877,543,275,559,303
158,player,0.39278894662857056,1135,454,1178,542
158,net,0.2681593894958496,987,172,1037,229
158,player,0.2672449052333832,490,335,528,528
159,player,0.8746023774147034,83,424,194,599
159,player,0.8640612959861755,1031,376,1107,539
159,referee,0.8504996299743652,326,481,389,655
159,player,0.8473690748214722,412,336,499,541
159,player,0.8284141421318054,509,331,580,515
159,player,0.8068401217460632,790,233,844,384
159,player,0.779593288898468,263,384,375,534
159,player,0.5573363304138184,265,384,374,464
159,basketball,0.5295929312705994,543,275,559,303
159,player,0.38867807388305664,1135,454,1178,542
159,net,0.28630563616752625,987,172,1037,229
160,player,0.8536756634712219,1027,379,1103,542
160,player,0.8498109579086304,410,341,503,544
160,player,0.8455279469490051,82,421,201,601
160,player,0.827879011631012,510,337,584,519
160,player,0.8112401962280273,789,235,843,385
160,player,0.7481580376625061,257,388,373,533
160,referee,0.32806992530822754,328,496,387,655
160,referee,0.30393746495246887,1262,239,1280,422
160,player,0.2701328694820404,1132,454,1197,544
161,player,0.8572941422462463,80,421,201,601
161,player,0.8538804650306702,1027,379,1103,542
161,player,0.837922215461731,410,342,503,543
161,player,0.8283730745315552,510,335,586,521
161,player,0.814054548740387,789,234,843,385
161,player,0.7489702105522156,257,388,373,533
161,referee,0.4126494228839874,328,497,387,655
161,referee,0.28484615683555603,1262,240,1280,422
161,player,0.2629316449165344,1132,454,1182,542
162,player,0.8581508994102478,86,419,206,604
162,player,0.8307119607925415,409,347,502,544
162,player,0.8298518657684326,1024,379,1099,541
162,player,0.8122357130050659,787,234,840,385
162,player,0.8107109665870667,510,334,588,520
162,player,0.6822457313537598,537,253,588,396
162,player,0.5620564818382263,252,390,373,539
162,player,0.36820921301841736,1132,451,1193,544
162,basketball,0.2997341454029083,460,419,478,450
162,player,0.2590465545654297,259,390,369,482
163,player,0.8594846725463867,85,419,206,604
163,player,0.8324546217918396,409,347,503,545
163,player,0.8305043578147888,1024,379,1098,540
163,player,0.8128073811531067,509,335,589,521
163,player,0.8125418424606323,787,234,840,385
163,player,0.6809245944023132,537,253,588,396
163,player,0.4633844494819641,253,390,373,541
163,player,0.3834058940410614,1133,452,1196,542
163,basketball,0.30381712317466736,460,419,478,450
163,player,0.29737526178359985,259,390,369,482
164,player,0.8587424755096436,90,419,212,607
164,player,0.8575026392936707,1021,379,1091,542
164,player,0.8294646143913269,785,234,838,384
164,player,0.8273869156837463,413,351,501,549
164,player,0.8269176483154297,515,336,588,516
164,player,0.5542909502983093,1132,451,1203,542
164,player,0.5097317099571228,252,390,373,508
164,player,0.31638267636299133,539,256,592,398
164,player,0.2557542324066162,694,178,736,336
165,player,0.8607415556907654,90,419,212,607
165,player,0.8587046265602112,1021,379,1091,542
165,player,0.8288055658340454,785,234,838,384
165,player,0.8280619382858276,515,336,588,516
165,player,0.8277921676635742,413,351,502,549
165,player,0.5774869918823242,1132,451,1203,542
165,player,0.5139458775520325,252,390,373,508
165,player,0.31101298332214355,539,256,592,398
165,player,0.2597978413105011,694,178,736,336
166,player,0.8812626004219055,95,416,218,606
166,player,0.8584604859352112,1019,378,1088,541
166,player,0.8353196978569031,414,352,504,554
166,player,0.8328470587730408,512,334,591,518
166,player,0.8166104555130005,784,235,835,384
166,player,0.8076001405715942,254,390,377,528
166,player,0.4080730080604553,1131,453,1204,543
166,player,0.3321770131587982,693,179,735,334
166,player,0.31858763098716736,259,390,377,481
167,player,0.8824668526649475,95,415,219,605
167,player,0.8602520227432251,1019,379,1088,541
167,player,0.8346318006515503,413,352,506,554
167,player,0.8299897909164429,512,335,591,518
167,player,0.8181496858596802,783,235,835,384
167,player,0.8025603294372559,255,390,377,529
167,player,0.3972291052341461,1131,453,1204,543
167,player,0.31730011105537415,693,178,735,335
168,player,0.8945663571357727,109,414,223,604
168,player,0.840386688709259,1016,378,1084,541
168,player,0.8396037817001343,418,348,505,557
168,player,0.8394900560379028,515,333,592,517
168,player,0.791775643825531,782,233,835,384
168,player,0.7817735075950623,257,386,385,526
168,player,0.25493624806404114,1129,452,1205,544
169,player,0.8946558237075806,108,414,223,604
169,player,0.8408589959144592,1016,378,1084,541
169,player,0.8396803140640259,419,348,506,557
169,player,0.8359074592590332,516,333,592,517
169,player,0.7938899397850037,782,233,835,384
169,player,0.7920370101928711,257,386,385,527
169,player,0.29325661063194275,1129,452,1205,544
170,player,0.8698716163635254,124,409,230,604
170,player,0.8344938158988953,1013,377,1077,539
170,player,0.8343863487243652,419,349,499,551
170,player,0.8226749300956726,517,333,591,517
170,player,0.809110164642334,779,233,832,384
170,player,0.4926005005836487,266,380,384,512
171,player,0.8705151677131653,124,409,230,604
171,player,0.8341315984725952,419,348,499,552
171,player,0.8338977694511414,1013,377,1077,539
171,player,0.8230717182159424,517,333,591,517
171,player,0.8079297542572021,779,233,832,384
171,player,0.5004410743713379,266,380,384,512
172,player,0.8467052578926086,137,407,238,604
172,player,0.8440024852752686,515,333,590,517
172,player,0.836069643497467,1010,377,1074,539
172,player,0.8038852214813232,778,234,829,383
172,player,0.6794456839561462,416,353,489,540
172,player,0.5454769730567932,271,377,396,458
173,player,0.8571786284446716,515,334,591,517
173,player,0.8381635546684265,138,407,237,604
173,player,0.837543249130249,1010,377,1074,539
173,player,0.7926669716835022,777,232,830,383
173,player,0.663552463054657,419,351,493,539
173,player,0.5612669587135315,274,376,388,458
174,player,0.8567837476730347,148,402,243,602
174,player,0.8439654111862183,1005,375,1072,541
174,player,0.8390420079231262,514,330,590,518
174,player,0.7676105499267578,774,230,828,383
174,player,0.7115978598594666,276,374,384,453
174,player,0.5948939323425293,482,213,531,378
174,player,0.25434839725494385,687,177,731,334
175,player,0.8567124605178833,148,402,242,602
175,player,0.8385301828384399,514,330,590,518
175,player,0.8378860950469971,1005,375,1072,541
175,player,0.7699324488639832,774,230,828,383
175,player,0.6930020451545715,276,373,384,453
175,player,0.6091160178184509,482,211,531,378
176,player,0.8639817833900452,158,398,249,597
176,player,0.8332286477088928,513,328,586,515
176,player,0.8325231075286865,1002,374,1070,546
176,player,0.7704761028289795,773,230,826,384
176,player,0.6513667702674866,412,358,477,541
176,player,0.5932100415229797,317,371,388,447
176,player,0.41937947273254395,293,366,391,449
176,basketball,0.30335843563079834,178,83,190,109
176,player,0.2864436209201813,481,211,525,366
177,player,0.8636772036552429,158,398,249,597
177,player,0.8343164324760437,513,328,586,515
177,player,0.8327398896217346,1002,374,1070,546
177,player,0.7658572793006897,773,230,825,384
177,player,0.6530420184135437,412,358,477,540
177,player,0.5953041911125183,317,371,388,447
177,player,0.421338826417923,294,366,391,449
177,player,0.30971142649650574,479,211,526,380
177,basketball,0.29584452509880066,178,83,190,109
177,player,0.29499006271362305,480,212,525,332
178,player,0.8665031790733337,167,397,255,598
178,player,0.845500111579895,998,372,1062,541
178,player,0.8237002491950989,770,229,822,383
178,player,0.8118683695793152,512,324,584,515
178,player,0.7952280640602112,408,357,476,551
178,player,0.5333917737007141,480,212,525,379
178,referee,0.5305055975914001,435,189,476,324
178,player,0.40094804763793945,1116,446,1177,545
178,basketball,0.27816811203956604,260,494,276,527
178,player,0.2757408618927002,1115,445,1157,544
178,player,0.25735774636268616,685,171,726,329
179,player,0.866301417350769,167,397,255,598
179,player,0.8457659482955933,998,372,1061,542
179,player,0.8234833478927612,770,229,822,383
179,player,0.809308648109436,512,324,584,515
179,player,0.7998257279396057,408,357,476,551
179,player,0.5092724561691284,479,212,525,381
179,referee,0.4466901123523712,435,191,476,324
179,player,0.39605915546417236,1116,446,1177,545
179,player,0.29856225848197937,686,171,726,329
179,basketball,0.28002840280532837,260,494,277,527
179,player,0.2696964144706726,1115,445,1157,544
180,player,0.8562082052230835,178,398,256,597
180,player,0.8194738626480103,997,371,1057,540
180,player,0.8125710487365723,511,324,582,516
180,player,0.8101778030395508,767,229,818,382
180,player,0.7796057462692261,404,354,470,555
180,player,0.6421433687210083,475,211,528,374
180,referee,0.5473619699478149,433,185,480,325
180,player,0.4546983540058136,1115,446,1192,545
180,player,0.37292230129241943,284,345,369,450
180,player,0.360590398311615,675,175,722,333
181,player,0.8568753004074097,178,398,256,597
181,player,0.8203151226043701,997,371,1057,541
181,player,0.8142688274383545,767,229,818,382
181,player,0.8134410977363586,511,324,582,516
181,player,0.7822649478912354,404,354,470,555
181,player,0.6380817294120789,475,211,528,374
181,referee,0.5092617273330688,433,185,480,325
181,player,0.47978001832962036,1115,446,1192,544
181,player,0.37639936804771423,674,175,722,333
181,player,0.37100642919540405,284,345,370,450
182,player,0.8791744709014893,183,400,261,599
182,player,0.8256984353065491,989,369,1051,542
182,player,0.8215519189834595,761,228,814,384
182,player,0.8169553875923157,396,354,468,559
182,player,0.789064347743988,511,326,576,520
182,referee,0.7065618634223938,294,475,361,654
182,player,0.613500714302063,471,211,521,380
182,player,0.49244722723960876,1108,445,1188,544
183,player,0.8903278708457947,183,400,261,599
183,player,0.825689971446991,989,369,1051,542
183,player,0.8188424706459045,761,229,814,384
183,player,0.8088080883026123,398,353,468,559
183,player,0.7893401384353638,511,327,576,520
183,referee,0.7109658718109131,294,475,361,654
183,player,0.5784456133842468,471,211,522,378
183,player,0.4391728341579437,1108,445,1188,545
184,player,0.8529331684112549,188,402,264,599
184,player,0.8373163938522339,983,372,1047,544
184,player,0.8183687925338745,756,228,811,385
184,player,0.8122330904006958,398,355,463,560
184,player,0.7858400344848633,510,323,573,522
184,referee,0.6778213977813721,290,474,358,654
184,player,0.46902772784233093,673,174,714,330
184,player,0.3767765164375305,469,211,520,328
184,player,0.3625071346759796,1108,445,1184,545
185,player,0.850538969039917,188,401,265,599
185,player,0.8388406038284302,983,372,1047,544
185,player,0.8132040500640869,756,228,811,385
185,player,0.7965052127838135,398,358,464,561
185,player,0.7800397276878357,511,323,573,521
185,referee,0.7347134947776794,290,475,358,654
185,player,0.4320508539676666,674,174,714,330
185,player,0.42928603291511536,1108,445,1184,545
185,player,0.3631483018398285,469,211,520,332
186,player,0.871368408203125,183,408,272,605
186,player,0.8202491998672485,508,319,569,527
186,player,0.8186700940132141,979,371,1039,559
186,player,0.8147836327552795,754,232,808,388
186,player,0.8050159811973572,395,359,461,561
186,player,0.7323397397994995,459,212,518,369
186,referee,0.5867872834205627,289,473,354,655
186,player,0.5132777690887451,332,362,389,444
186,player,0.4643287658691406,1104,445,1182,546
187,player,0.8712315559387207,183,408,272,605
187,player,0.8222097158432007,508,318,570,527
187,player,0.8186996579170227,979,371,1039,559
187,player,0.8158206939697266,754,232,808,387
187,player,0.8057767152786255,395,360,461,561
187,player,0.7546505331993103,458,212,518,369
187,referee,0.5794006586074829,289,472,354,655
187,player,0.45220065116882324,332,363,389,444
187,player,0.4155595004558563,1105,445,1182,546
188,player,0.8770073056221008,181,415,277,608
188,player,0.8106241822242737,393,363,455,564
188,player,0.8090759515762329,752,233,804,386
188,player,0.799781858921051,974,369,1037,558
188,player,0.7982171773910522,504,331,566,531
188,player,0.6921756267547607,453,213,511,372
188,referee,0.6189864873886108,289,474,349,656
188,player,0.5566264390945435,1101,445,1174,546
189,player,0.8776789903640747,181,415,277,608
189,player,0.811125636100769,393,363,455,564
189,player,0.8012173175811768,504,331,566,531
189,player,0.7995615601539612,974,369,1037,558
189,player,0.7988076210021973,752,232,803,387
189,player,0.7247095704078674,452,213,512,372
189,referee,0.6260128021240234,289,474,349,656
189,player,0.5597072839736938,1101,445,1174,546
190,player,0.8813607096672058,176,417,279,623
190,player,0.840827226638794,388,365,454,566
190,player,0.8280548453330994,967,366,1032,572
190,player,0.8089900612831116,747,232,800,389
190,player,0.8051961660385132,495,337,566,535
190,referee,0.7599346041679382,286,479,345,659
190,player,0.5861533880233765,544,255,597,410
190,player,0.5835076570510864,1101,444,1175,546
190,player,0.5074226260185242,448,214,508,343
191,player,0.8772109746932983,176,417,280,618
191,player,0.8508729934692383,389,365,454,567
191,player,0.8288630247116089,967,366,1032,572
191,player,0.8133144378662109,747,232,800,389
191,player,0.7984715700149536,496,335,566,533
191,player,0.7172030210494995,1101,442,1176,547
191,referee,0.6985735893249512,287,478,345,658
191,player,0.6803922653198242,543,256,597,412
191,player,0.5370036959648132,448,214,506,343
192,player,0.8799211978912354,175,418,281,627
192,player,0.8401002883911133,491,348,562,538
192,player,0.8372437357902527,383,367,451,565
192,player,0.8182620406150818,964,368,1027,572
192,player,0.8059523105621338,743,232,796,388
192,player,0.7965624332427979,540,257,594,411
192,player,0.5106671452522278,1100,441,1174,547
192,basketball,0.5086442232131958,544,370,562,402
192,referee,0.3960460126399994,281,478,341,657
192,player,0.3752596378326416,653,174,698,333
193,player,0.8793948292732239,175,418,281,627
193,player,0.8392483592033386,491,349,562,538
193,player,0.8357667326927185,383,367,451,565
193,player,0.8068477511405945,743,232,796,388
193,player,0.806045651435852,964,365,1027,571
193,player,0.7845878601074219,540,258,594,411
193,player,0.5148571729660034,1100,441,1174,547
193,basketball,0.4324797987937927,544,370,562,402
193,referee,0.4045492112636566,281,478,341,657
194,player,0.8374437689781189,175,424,280,621
194,player,0.8241357803344727,489,353,559,538
194,player,0.822816789150238,959,369,1022,559
194,player,0.8013850450515747,536,257,593,405
194,player,0.7945914268493652,383,367,449,561
194,player,0.7523895502090454,740,234,792,389
194,referee,0.6024519801139832,277,479,337,660
194,player,0.5768760442733765,1099,440,1170,547
194,player,0.5362156629562378,437,213,507,376
195,player,0.836452066898346,175,424,280,621
195,player,0.8248306512832642,489,353,559,538
195,player,0.821853518486023,959,369,1022,559
195,player,0.8011850714683533,536,257,593,405
195,player,0.7946985363960266,383,367,449,562
195,player,0.7552008628845215,740,234,792,389
195,referee,0.6018110513687134,277,479,337,660
195,player,0.575659990310669,1099,440,1170,547
195,player,0.5596935749053955,437,212,507,375
196,player,0.8443779945373535,954,368,1017,567
196,player,0.8438284993171692,480,351,558,542
196,player,0.8233277201652527,737,233,789,388
196,player,0.8105098009109497,534,257,594,408
196,player,0.7971543073654175,390,361,449,561
196,player,0.6916437745094299,1097,440,1169,550
196,referee,0.6153989434242249,280,480,333,658
196,player,0.4102640450000763,441,214,501,329
197,player,0.8499004244804382,954,367,1018,569
197,player,0.8403566479682922,481,351,557,542
197,player,0.8223778009414673,737,233,789,388
197,player,0.8109978437423706,534,257,594,408
197,player,0.796485185623169,390,361,449,561
197,referee,0.7223042249679565,281,477,333,658
197,player,0.6653093099594116,1096,440,1169,550
197,player,0.3222388029098511,441,213,499,330
197,player,0.26573696732521057,440,213,502,387
198,player,0.8519168496131897,950,367,1013,570
198,player,0.826107919216156,473,354,559,552
198,player,0.8222565054893494,732,232,786,389
198,player,0.8203740119934082,531,257,596,417
198,player,0.7858805656433105,389,355,447,558
198,player,0.6041597127914429,1093,442,1167,549
198,player,0.38861948251724243,435,214,494,342
198,player,0.3830881714820862,635,175,684,334
198,referee,0.35798266530036926,392,196,425,328
199,player,0.8489684462547302,950,366,1012,570
199,player,0.8277005553245544,473,354,560,551
199,player,0.8271620869636536,732,232,786,389
199,player,0.8225798606872559,531,257,597,416
199,player,0.7891106605529785,388,355,447,558
199,player,0.5977016687393188,1093,442,1167,549
199,player,0.4242256283760071,435,214,495,335
199,player,0.4224799871444702,635,175,684,335
199,referee,0.4066808819770813,392,196,425,328
200,player,0.850803792476654,944,366,1006,571
200,player,0.8485906720161438,528,259,598,415
200,player,0.8086906671524048,728,232,782,389
200,player,0.7964093685150146,474,365,563,561
200,player,0.7376896142959595,1092,439,1164,548
200,player,0.5553542375564575,431,212,490,322
200,player,0.3378259837627411,386,374,445,561
200,player,0.2782498002052307,203,436,257,612
201,player,0.8519911766052246,943,366,1006,571
201,player,0.845031201839447,528,259,599,415
201,player,0.8081576228141785,728,232,782,390
201,player,0.7929967045783997,474,364,563,561
201,player,0.7345885038375854,1092,439,1164,548
201,player,0.5482774376869202,431,212,490,322
201,player,0.5365213751792908,203,436,260,612
201,player,0.273906946182251,380,376,444,561
202,player,0.8731220960617065,940,365,1003,572
202,player,0.8148503303527832,725,235,778,388
202,player,0.8111782670021057,484,371,567,561
202,player,0.7578164339065552,524,258,599,414
202,player,0.6713539958000183,1092,439,1164,550
202,basketball,0.4120097756385803,116,80,129,104
202,player,0.3991588056087494,362,385,397,573
202,player,0.3532244861125946,424,214,481,323
203,player,0.8549479246139526,940,366,1003,572
203,player,0.8119100332260132,725,235,778,388
203,player,0.8092052936553955,484,371,567,561
203,player,0.7398476004600525,525,258,599,415
203,player,0.6395138502120972,1091,439,1164,551
203,player,0.5142863988876343,422,214,481,322
203,basketball,0.4019681513309479,116,80,129,104
204,player,0.8482555747032166,936,366,1001,570
204,player,0.8115335702896118,722,234,776,391
204,player,0.7939038276672363,524,261,598,416
204,player,0.757775068283081,463,377,564,560
204,player,0.47119081020355225,1093,438,1165,550
204,basketball,0.25755301117897034,111,80,124,103
204,player,0.25083866715431213,418,217,473,318
205,player,0.8485072255134583,936,366,1001,570
205,player,0.811427652835846,722,235,776,391
205,player,0.7703274488449097,464,378,564,560
205,player,0.7697582244873047,525,262,597,417
205,player,0.4356589615345001,1093,438,1165,550
205,basketball,0.3061859905719757,111,79,124,103
206,player,0.8329315185546875,930,365,999,572
206,player,0.8315067887306213,720,234,773,390
206,player,0.8255508542060852,479,382,565,526
206,player,0.669770359992981,1095,439,1166,551
206,player,0.6031495928764343,523,263,597,415
206,basketball,0.46235692501068115,543,479,562,507
206,referee,0.44945964217185974,376,190,410,322
206,player,0.4408278167247772,204,439,246,602
206,player,0.41746455430984497,617,174,666,332
207,player,0.830769956111908,720,234,773,390
207,player,0.8304440975189209,930,365,999,571
207,player,0.8252758383750916,479,382,565,526
207,player,0.6708740592002869,1095,439,1166,551
207,player,0.6022941470146179,523,263,597,415
207,referee,0.47119519114494324,376,190,410,322
207,basketball,0.4594250023365021,543,478,562,507
207,player,0.4565788507461548,204,439,246,602
207,player,0.3935675323009491,617,174,666,332
208,player,0.8479979634284973,927,365,998,573
208,player,0.8469493985176086,481,387,570,540
208,player,0.8354204297065735,717,234,770,391
208,player,0.7353270053863525,1100,438,1167,549
208,player,0.5672104954719543,613,174,666,333
208,player,0.5250076651573181,522,265,596,418
208,player,0.3701207935810089,523,265,592,369
208,basketball,0.34748247265815735,524,283,540,312
208,player,0.2715900242328644,203,447,244,596
209,player,0.8507567644119263,927,365,998,572
209,player,0.8438141345977783,478,386,569,541
209,player,0.8348054885864258,718,234,770,390
209,player,0.7120553851127625,1100,438,1167,549
209,player,0.5377400517463684,613,174,666,333
209,player,0.5114997625350952,522,264,596,416
209,player,0.4795127213001251,523,264,592,369
209,player,0.417639821767807,203,445,244,597
